Tech node (nm), Capacity (bytes), Number of banks, Associativity, Output width (bits), Access time (ns), Random cycle time (ns), Multisubbank interleave cycle time (ns), Delay request network (ns), Delay inside mat (ns), Delay reply network (ns), Tag array access time (ns), Refresh period (microsec), DRAM array availability (%), Dynamic read energy (nJ), Dynamic write energy (nJ), Dynamic read power (mW), Standby leakage per bank(mW), Leakage per bank with leak power management (mW), Refresh power as percentage of standby leakage, Area (mm2), Ndwl, Ndbl, Nspd, Ndcm, Ndsam_level_1, Ndsam_level_2, Ntwl, Ntbl, Ntspd, Ntcm, Ntsam_level_1, Ntsam_level_2, Area efficiency, Resistance per unit micron (ohm-micron), Capacitance per unit micron (fF per micron), Unit-length wire delay (ps), FO4 delay (ps), delay route to bank (including crossb delay) (ps), Crossbar delay (ps), Dyn read energy per access from closed page (nJ), Dyn read energy per access from open page (nJ), Leak power of an subbank with page closed (mW), Leak power of a subbank with page  open (mW), Leak power of request and reply networks (mW), Number of subbanks, Page size in bits, Activate power, Read power, Write power, Precharge power, tRCD, CAS latency, Precharge delay, Perc dyn energy bitlines, perc dyn energy wordlines, perc dyn energy outside mat, Area opt (perc), Delay opt (perc), Repeater opt (perc), Aspect ratio
65, 262144, 1, 256, 512, 1e+39, 1e+39, 1.33686e-302, 1.90274e-304, 2.08601e-300, -3.74843e+276, 0, -2.38997e+272, -2.42026e+266, 1e+39, 1e+39, 1000, 1e+33, 1e+33, inf, -3.18232e+267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.53013e+267, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 2.05144e-305, -inf, 1.6974e-304, -3.74843e+270, 2.84515e-97, 1.86092e-308, 0, 0, -2.38997e+275, -3.68858e+276, -3.67185e+276, -nan, 3.81252e-304, 1.90274e-304, -3.20299e+276, -3.7537e+267, -3.68858e+267, -1.4944e+267, 50, 10, 10, 4.62319e-41
65, 262144, 1, 512, 512, 1e+39, 1e+39, 1.33686e-302, 1.90274e-304, 2.08601e-300, -3.78067e+276, 0, -2.41012e+272, -2.44041e+266, 1e+39, 1e+39, 1000, 1e+33, 1e+33, inf, -3.21457e+267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.56238e+267, 0.734018, 0.282409, 0, 0, 0, 2.05145e-305, -inf, 1.69747e-304, -3.78067e+270, 2.84515e-97, 1.86092e-308, 0, 0, -2.41013e+275, -3.72083e+276, -3.70409e+276, -nan, 3.81252e-304, 1.90274e-304, -3.23524e+276, -3.78594e+267, -3.72083e+267, -1.51052e+267, 50, 10, 10, 1.9002e-41
65, 262144, 1, 1024, 512, 1e+39, 1e+39, 1.33686e-302, 1.90272e-304, 2.08601e-300, -2.91813e+276, 0, -1.87104e+272, -1.90132e+266, 1e+39, 1e+39, 1000, 1e+33, 1e+33, inf, -2.35203e+267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.69984e+267, 0.734018, 0.282409, 0, 0, 0, 2.05124e-305, -inf, 1.69735e-304, -2.91813e+270, 2.84515e-97, 1.86092e-308, 0, 0, -1.87104e+275, -2.85829e+276, -2.84155e+276, -nan, 3.8125e-304, 1.90272e-304, -2.3727e+276, -2.9234e+267, -2.85829e+267, -1.07925e+267, 50, 10, 10, 6.84238e-41
65, 262144, 1, 4096, 512, 2.52832, 0.26352, 1.56582, 1.48741, 0.195758, 1.56582, 1.26416, 0, 0, 1.59701, 1.7032, 6060.3, 22.7209, 22.7209, 0, 4.64121, 1, 128, 1, 1, 1, 1, 1, 128, 1, 1, 1, 1, 27.021, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 1.04526, 1.03168, 0.492818, 1.03096, 451.203, 64, 576, 0.0067582, 0.0604219, 1.00591, 0.00681875, 0, 0, 0, 0.322918, 0.0150648, 64.2152, 50, 10, 10, 7.41484
65, 524288, 1, 1, 512, 1.59428, 0.504086, 0.73912, 0.73912, 0.251328, 0.60383, 0.729434, 0, 0, 0.460176, 0.440309, 912.892, 393.599, 393.599, 0, 8.09066, 8, 16, 4, 1, 1, 8, 2, 8, 16, 32, 1, 1, 33.7271, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 0.451032, 0.386779, 6.3853, 7.46158, 42.4062, 8, 4608, 0.0205371, 0.146548, 0.228687, 0.0476671, 0, 0, 0, 7.39004, 0.50555, 78.6758, 50, 10, 10, 1.29244
65, 524288, 1, 2, 512, 1.73853, 0.830143, 0.627078, 0.627078, 0.550732, 0.480699, 0.745587, 0, 0, 0.606067, 0.647876, 730.076, 368.205, 368.205, 0, 6.51951, 8, 4, 2, 2, 2, 1, 2, 8, 8, 16, 1, 1, 42.1652, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 0.595563, 0.518232, 11.8344, 12.1035, 21.6758, 4, 1152, 0.0111773, 0.275606, 0.213605, 0.0711761, 0, 0, 0, 10.617, 0.191928, 74.9259, 50, 10, 10, 1.57393
65, 524288, 1, 4, 512, 1.74169, 0.824429, 0.627025, 0.627025, 0.545018, 0.484223, 0.745276, 0, 0, 0.609667, 0.649408, 739.502, 369.109, 369.109, 0, 6.51858, 8, 4, 1, 1, 4, 1, 2, 8, 4, 8, 1, 1, 42.1712, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 0.598448, 0.517834, 11.8949, 12.4331, 21.6882, 4, 2304, 0.0144175, 0.275219, 0.212829, 0.0712198, 0, 0, 0, 10.5615, 0.190795, 74.5961, 50, 10, 10, 1.57279
65, 524288, 1, 8, 512, 2.27337, 0.887855, 0.836996, 0.836996, 0.332997, 0.727998, 0.745287, 0, 0, 0.625257, 0.573246, 704.233, 358.843, 358.843, 0, 7.26546, 8, 8, 1, 2, 8, 1, 2, 8, 2, 1, 4, 1, 37.836, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 0.60988, 0.497241, 6.32915, 7.40543, 33.1197, 4, 4608, 0.0256643, 0.215724, 0.218386, 0.094427, 0, 0, 0, 10.8499, 0.620452, 74.5847, 50, 10, 10, 0.504168
65, 524288, 1, 16, 512, 3.55875, 0.813474, 1.44835, 1.44835, 0.264244, 1.36618, 0.742314, 0, 0, 1.17598, 1.09695, 1445.63, 427.198, 427.198, 0, 11.5743, 16, 16, 1, 1, 16, 2, 2, 8, 1, 1, 2, 1, 23.7505, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 1.15836, 1.00321, 4.17063, 8.47573, 88.11, 8, 18432, 0.0752438, 0.25357, 0.291499, 0.0944311, 0, 0, 0, 3.50823, 0.659774, 84.063, 50, 10, 10, 0.207977
65, 524288, 1, 32, 512, 6.13903, 0.490353, 2.72476, 2.72476, 0.202722, 2.69804, 0.75905, 0, 0, 4.23081, 4.14139, 8628.09, 642.998, 642.998, 0, 18.6566, 64, 4, 1, 1, 32, 1, 2, 8, 0.5, 1, 1, 1, 14.8428, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 4.20743, 4.0152, 13.3572, 17.6623, 251.737, 4, 18432, 0.120487, 0.358777, 0.343226, 0.127487, 0, 0, 0, 1.72182, 0.219951, 94.4601, 50, 10, 10, 0.0922544
65, 524288, 1, 64, 512, 10.7738, 0.946845, 4.99913, 4.9874, 0.27799, 4.99913, 0.8023, 0, 0, 8.72578, 8.52998, 9215.64, 919.339, 919.339, 0, 32.2249, 64, 2, 1, 1, 64, 1, 2, 4, 0.5, 1, 1, 1, 8.59326, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 8.68236, 8.30722, 14.5052, 23.1154, 516.934, 2, 36864, 0.229871, 0.673813, 0.652043, 0.252044, 0, 0, 0, 1.6697, 0.177837, 94.8959, 50, 10, 10, 0.0442748
65, 524288, 1, 128, 512, 20.8454, 0.928963, 9.89847, 9.81697, 0.264244, 9.89847, 1.14041, 0, 0, 14.2318, 13.5072, 15320.1, 1306.51, 1306.51, 0, 55.0339, 128, 2, 1, 1, 128, 2, 4, 4, 0.5, 1, 1, 1, 5.03176, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 14.1068, 12.8655, 33.365, 67.8058, 663.948, 1, 147456, 0.695199, 0.492159, 0.46113, 0.755449, 0, 0, 0, 2.31911, 0.436141, 89.9222, 50, 10, 10, 0.0184973
65, 524288, 1, 256, 512, 40.0901, 2.34158, 19.2333, 18.992, 0.422298, 19.2333, 1.7638, 0, 0, 38.8735, 37.5259, 16601.4, 3321.87, 3321.87, 0, 136.681, 128, 2, 1, 1, 256, 2, 4, 4, 0.5, 1, 1, 1, 2.02601, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 38.5448, 36.3492, 30.5405, 99.4221, 1744.18, 1, 294912, 1.2867, 0.972096, 0.917978, 1.24645, 0, 0, 0, 1.04795, 0.287513, 93.1983, 50, 10, 10, 0.0119968
65, 524288, 1, 512, 512, 1e+39, 1e+39, 1.33686e-302, 1.90271e-304, 2.08601e-300, -2.52314e+276, 0, -1.62416e+272, -1.65445e+266, 1e+39, 1e+39, 1000, 1e+33, 1e+33, inf, -2.01034e+267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.30484e+267, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 2.05114e-305, -inf, 1.69749e-304, -2.52314e+270, 2.84515e-97, 1.86092e-308, 0, 0, -1.62416e+275, -2.46329e+276, -2.44655e+276, -nan, 3.81249e-304, 1.90271e-304, -2.02068e+276, -2.5284e+267, -2.46329e+267, -9.5679e+266, 50, 10, 10, 9.69753e-42
65, 524288, 1, 1024, 512, 1e+39, 1e+39, 1.33686e-302, 1.90274e-304, 2.08601e-300, -3.74037e+276, 0, -2.38493e+272, -2.41522e+266, 1e+39, 1e+39, 1000, 1e+33, 1e+33, inf, -3.17426e+267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.52207e+267, 0.734018, 0.282409, 0, 0, 0, 2.05144e-305, -inf, 1.69721e-304, -3.74037e+270, 2.84515e-97, 1.86092e-308, 0, 0, -2.38493e+275, -3.68052e+276, -3.66379e+276, -nan, 3.81252e-304, 1.90274e-304, -3.19493e+276, -3.74564e+267, -3.68052e+267, -1.49037e+267, 50, 10, 10, 5.49679e-40
65, 524288, 1, 8192, 512, 4.2606, 0.26352, 3.00794, 2.85787, 0.195758, 3.00794, 2.1303, 0, 0, 3.19395, 3.40698, 12120.3, 52.5634, 52.5634, 0, 9.74791, 1, 256, 1, 1, 1, 1, 1, 256, 1, 1, 1, 1, 25.7307, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 2.05295, 2.03937, 0.492818, 1.03096, 1042.9, 128, 576, 0.0067582, 0.0604219, 2.00933, 0.00681875, 0, 0, 0, 0.161463, 0.00753257, 63.6585, 50, 10, 10, 12.7852
65, 1048576, 1, 1, 512, 2.02059, 0.725896, 0.901336, 0.901336, 0.349688, 0.769569, 0.823325, 0, 0, 0.622794, 0.595726, 857.967, 737.822, 737.822, 0, 13.5663, 8, 16, 4, 1, 1, 8, 2, 8, 32, 64, 1, 1, 40.2282, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 0.606164, 0.509581, 12.2143, 13.2906, 49.6898, 8, 4608, 0.0218153, 0.17608, 0.328209, 0.079258, 0, 0, 0, 10.5329, 0.373546, 75.3587, 50, 10, 10, 2.15336
65, 1048576, 1, 2, 512, 2.24497, 0.824429, 0.846168, 0.846168, 0.545018, 0.669113, 0.821429, 0, 0, 0.764169, 0.799558, 926.908, 742.276, 742.276, 0, 14.5812, 8, 8, 2, 1, 2, 2, 2, 8, 16, 32, 1, 1, 37.4284, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 0.747294, 0.66668, 11.9062, 12.4443, 56.6325, 8, 2304, 0.0144177, 0.299787, 0.353756, 0.0712198, 0, 0, 0, 8.42612, 0.152219, 78.9004, 50, 10, 10, 2.08295
65, 1048576, 1, 4, 512, 2.25701, 0.835004, 0.845098, 0.845098, 0.545018, 0.668988, 0.857758, 0, 0, 0.7669, 0.803494, 918.439, 747.113, 747.113, 0, 14.5967, 8, 8, 1, 1, 4, 1, 2, 8, 8, 16, 1, 1, 37.6656, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 0.747135, 0.66652, 11.8949, 12.4331, 56.6948, 8, 2304, 0.0144175, 0.29765, 0.351002, 0.0712198, 0, 0, 0, 8.39612, 0.151677, 78.6901, 50, 10, 10, 2.07443
65, 1048576, 1, 8, 512, 2.47584, 0.994599, 0.904201, 0.904201, 0.431594, 0.768126, 0.857521, 0, 0, 0.752514, 0.663762, 756.601, 672.521, 672.521, 0, 11.5336, 8, 8, 1, 2, 8, 1, 2, 8, 4, 8, 1, 1, 47.6686, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 0.73094, 0.55438, 12.1582, 13.2344, 33.17, 4, 4608, 0.0274433, 0.243452, 0.254588, 0.157609, 0, 0, 0, 17.4111, 0.515528, 67.5025, 50, 10, 10, 0.794542
65, 1048576, 1, 16, 512, 3.72558, 0.82905, 1.51982, 1.51982, 0.355219, 1.44096, 0.85714, 0, 0, 1.46739, 1.23379, 1769.97, 750.459, 750.459, 0, 12.9383, 32, 4, 1, 2, 16, 1, 2, 8, 2, 1, 4, 1, 42.4933, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 1.43724, 1.07718, 48.0586, 50.2112, 58.492, 2, 9216, 0.0740563, 0.21079, 0.169978, 0.316682, 0, 0, 0, 17.8577, 0.634166, 69.6101, 50, 10, 10, 0.254939
65, 1048576, 1, 32, 512, 6.02815, 0.82905, 2.61708, 2.61708, 0.27799, 2.5682, 0.8544, 0, 0, 4.01231, 3.91221, 4839.65, 942.468, 942.468, 0, 24.2564, 32, 8, 1, 1, 32, 1, 2, 8, 1, 1, 2, 1, 22.6659, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 3.97699, 3.78942, 7.25262, 11.5577, 259.135, 8, 18432, 0.105582, 0.575227, 0.5731, 0.126022, 0, 0, 0, 1.81559, 0.193376, 93.9906, 50, 10, 10, 0.117793
65, 1048576, 1, 64, 512, 10.8838, 0.946845, 5.02285, 5.02285, 0.327558, 5.01587, 0.892611, 0, 0, 8.90511, 8.59418, 9405.04, 1319.09, 1319.09, 0, 36.2497, 64, 2, 1, 1, 64, 1, 2, 8, 0.5, 1, 1, 1, 15.2783, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 8.8566, 8.35349, 26.375, 34.9852, 517.459, 2, 36864, 0.249122, 0.692474, 0.657865, 0.378407, 0, 0, 0, 3.05507, 0.174256, 93.3609, 50, 10, 10, 0.0494379
65, 1048576, 1, 128, 512, 20.9067, 0.946845, 9.9155, 9.82946, 0.27799, 9.9155, 1.17853, 0, 0, 14.6012, 13.6825, 15420.9, 1625.98, 1625.98, 0, 59.1146, 128, 2, 1, 1, 128, 2, 4, 4, 0.5, 1, 1, 1, 9.36883, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 14.465, 12.9644, 58.3795, 92.8203, 665.217, 1, 147456, 0.744043, 0.499019, 0.464617, 1.00818, 0, 0, 0, 3.9913, 0.425107, 88.2982, 50, 10, 10, 0.0197732
65, 1048576, 1, 256, 512, 40.1745, 2.34158, 19.2421, 19.0273, 0.457596, 19.2421, 1.83847, 0, 0, 39.2775, 37.6693, 16773.9, 4880.06, 4880.06, 0, 141.237, 128, 2, 1, 1, 256, 2, 4, 8, 0.5, 1, 1, 1, 3.9213, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 38.9336, 36.4818, 42.5492, 111.431, 1747.09, 1, 294912, 1.3749, 0.975548, 0.919644, 1.49918, 0, 0, 0, 1.68061, 0.284556, 92.5716, 50, 10, 10, 0.0123347
65, 1048576, 1, 512, 512, 1e+39, 1e+39, 1.33686e-302, 1.90271e-304, 2.08601e-300, -2.72467e+276, 0, -1.75012e+272, -1.78041e+266, 1e+39, 1e+39, 1000, 1e+33, 1e+33, inf, -2.15856e+267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.50637e+267, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 2.05119e-305, -inf, 1.69754e-304, -2.72466e+270, 2.84515e-97, 1.86092e-308, 0, 0, -1.75012e+275, -2.66482e+276, -2.64808e+276, -nan, 3.8125e-304, 1.90271e-304, -2.17923e+276, -2.72993e+267, -2.66482e+267, -1.00717e+267, 50, 10, 10, 5.01486e-42
65, 1048576, 1, 1024, 512, 1e+39, 1e+39, 1.33686e-302, 1.90272e-304, 2.08601e-300, -3.1116e+276, 0, -1.99195e+272, -2.02224e+266, 1e+39, 1e+39, 1000, 1e+33, 1e+33, inf, -2.54549e+267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.8933e+267, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 2.05128e-305, -inf, 1.69742e-304, -3.1116e+270, 2.84515e-97, 1.86092e-308, 0, 0, -1.99195e+275, -3.05175e+276, -3.03502e+276, -nan, 3.81251e-304, 1.90272e-304, -2.56616e+276, -3.11687e+267, -3.05175e+267, -1.17599e+267, 50, 10, 10, 2.61579e-41
65, 1048576, 1, 16384, 512, 7.71418, 0.26352, 5.88375, 5.59106, 0.195758, 5.88375, 3.85709, 0, 0, 6.38781, 6.81705, 24240.3, 120.116, 120.116, 0, 20.432, 1, 512, 1, 1, 1, 1, 1, 512, 1, 1, 1, 1, 24.5517, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 4.07869, 4.06511, 0.492818, 1.03096, 2372.73, 256, 576, 0.0067582, 0.0604219, 4.03079, 0.00681875, 0, 0, 0, 0.0807324, 0.00376633, 63.5422, 50, 10, 10, 22.5291
65, 2097152, 1, 1, 512, 2.67655, 0.778405, 1.22931, 1.22931, 0.349688, 1.09755, 0.953096, 0, 0, 1.29563, 1.26333, 1664.47, 1505.24, 1505.24, 0, 28.5119, 16, 16, 8, 1, 1, 8, 2, 8, 32, 64, 1, 1, 38.2822, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 1.2714, 1.17482, 12.2143, 13.2906, 129.287, 16, 4608, 0.0294273, 0.315952, 0.468081, 0.079258, 0, 0, 0, 5.06302, 0.179559, 87.5685, 50, 10, 10, 1.13799
65, 2097152, 1, 2, 512, 2.98968, 0.830143, 1.16373, 1.16373, 0.550732, 0.989735, 0.951045, 0, 0, 1.32326, 1.28979, 1594.01, 1443.78, 1443.78, 0, 24.0856, 16, 8, 4, 2, 2, 2, 2, 8, 16, 32, 1, 1, 45.3175, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 1.29876, 1.1441, 23.6912, 24.2293, 87.4377, 8, 2304, 0.0259355, 0.360036, 0.409887, 0.142352, 0, 0, 0, 9.72542, 0.17581, 81.3684, 50, 10, 10, 1.2497
65, 2097152, 1, 4, 512, 2.99212, 0.824429, 1.16354, 1.16354, 0.545018, 0.993161, 0.950253, 0, 0, 1.33067, 1.29303, 1614.05, 1445.85, 1445.85, 0, 24.0887, 16, 8, 2, 1, 4, 2, 2, 8, 8, 16, 1, 1, 45.3116, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 1.30542, 1.14419, 23.8123, 24.8886, 87.5752, 8, 4608, 0.0324158, 0.357589, 0.406988, 0.14244, 0, 0, 0, 9.67783, 0.174831, 81.1144, 50, 10, 10, 1.24804
65, 2097152, 1, 8, 512, 3.02035, 0.887855, 1.16273, 1.16273, 0.545018, 0.996208, 0.988018, 0, 0, 1.34311, 1.31072, 1512.76, 1458.03, 1458.03, 0, 24.2181, 16, 8, 1, 1, 8, 1, 2, 8, 4, 8, 1, 1, 45.4033, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 1.31259, 1.15136, 23.7899, 24.8662, 87.9877, 8, 4608, 0.0324153, 0.353996, 0.402492, 0.14244, 0, 0, 0, 9.58817, 0.173212, 80.9443, 50, 10, 10, 1.24165
65, 2097152, 1, 16, 512, 3.91131, 0.882415, 1.58777, 1.58777, 0.545018, 1.46699, 0.989174, 0, 0, 2.35587, 2.18747, 2669.8, 1487.9, 1487.9, 0, 23.5088, 32, 4, 1, 1, 16, 1, 2, 8, 2, 1, 4, 1, 46.7734, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 2.3163, 1.99384, 47.5798, 49.7323, 114.435, 4, 9216, 0.0719751, 0.390058, 0.325337, 0.284879, 0, 0, 0, 10.9326, 0.1975, 81.8106, 50, 10, 10, 0.444116
65, 2097152, 1, 32, 512, 6.21012, 0.882415, 2.67014, 2.67014, 0.327558, 2.59543, 0.988515, 0, 0, 4.13444, 4.00398, 4685.37, 1585.59, 1585.59, 0, 32.5017, 32, 8, 1, 1, 32, 1, 2, 8, 1, 1, 2, 1, 33.8316, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 4.08864, 3.83709, 13.1875, 17.4926, 259.442, 8, 18432, 0.113653, 0.593957, 0.59106, 0.189204, 0, 0, 0, 3.29014, 0.187663, 92.0573, 50, 10, 10, 0.15635
65, 2097152, 1, 64, 512, 10.9837, 0.882415, 5.02285, 5.02285, 0.327558, 5.01587, 0.992485, 0, 0, 8.91389, 8.64283, 10101.7, 1965.14, 1965.14, 0, 45.7287, 64, 4, 1, 1, 64, 1, 2, 8, 0.5, 1, 1, 1, 24.0458, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 8.8566, 8.35349, 26.375, 34.9852, 517.459, 4, 36864, 0.249122, 0.692474, 0.657865, 0.378407, 0, 0, 0, 3.05206, 0.174084, 93.2689, 50, 10, 10, 0.0619731
65, 2097152, 1, 128, 512, 21.0085, 0.946845, 9.92646, 9.86242, 0.327558, 9.92646, 1.26885, 0, 0, 21.1639, 20.5013, 22352, 3071.35, 3071.35, 0, 83.3315, 128, 2, 1, 1, 128, 1, 4, 8, 0.5, 1, 1, 1, 13.2923, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 21.0175, 20.0113, 52.75, 69.9704, 1159.14, 2, 73728, 0.541862, 0.822881, 0.775835, 0.756814, 0, 0, 0, 2.57096, 0.146643, 94.2858, 50, 10, 10, 0.0275925
65, 2097152, 1, 256, 512, 40.2355, 2.02846, 19.2581, 19.0388, 0.490185, 19.2581, 1.87837, 0, 0, 40.0972, 38.1924, 19767.3, 4247.08, 4247.08, 0, 149.066, 128, 2, 1, 1, 256, 2, 8, 4, 0.5, 1, 1, 1, 7.43075, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 39.6303, 36.6665, 67.5637, 136.445, 1749.99, 1, 294912, 1.4663, 0.982366, 0.92309, 2.00463, 0, 0, 0, 2.90682, 0.278739, 91.1303, 50, 10, 10, 0.0129897
65, 2097152, 1, 512, 512, 1e+39, 1e+39, 1.33686e-302, 1.90274e-304, 2.08601e-300, -3.70812e+276, 0, -2.36478e+272, -2.39507e+266, 1e+39, 1e+39, 1000, 1e+33, 1e+33, inf, -3.14202e+267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.48983e+267, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 2.05143e-305, -inf, 1.69731e-304, -3.70812e+270, 2.84515e-97, 1.86092e-308, 0, 0, -2.36478e+275, -3.64828e+276, -3.63154e+276, -nan, 3.81252e-304, 1.90274e-304, -3.16269e+276, -3.71339e+267, -3.64828e+267, -1.47425e+267, 50, 10, 10, 1.55813e-40
65, 2097152, 1, 1024, 512, 1e+39, 1e+39, 1.33686e-302, 1.9027e-304, 2.08601e-300, -2.06365e+276, 0, -1.33699e+272, -1.36727e+266, 1e+39, 1e+39, 1000, 1e+33, 1e+33, inf, -1.7806e+267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.9545e+267, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 2.05102e-305, -inf, 1.69721e-304, -2.06365e+270, 2.84515e-97, 1.86092e-308, 0, 0, -1.33699e+275, -2.03373e+276, -2.02536e+276, -nan, 3.81248e-304, 1.9027e-304, -1.79093e+276, -2.06892e+267, -2.03373e+267, -8.41919e+266, 50, 10, 10, 3.17085e-40
65, 2097152, 1, 32768, 512, 13.816, 0.313648, 7.413, 7.03277, 0.223674, 7.413, 6.90802, 0, 0, 11.5109, 12.3224, 36700.1, 189.547, 189.547, 0, 38.3756, 1, 512, 1, 1, 1, 1, 1, 512, 1, 1, 1, 1, 26.1438, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 5.14144, 5.12391, 0.842133, 1.38027, 2650.19, 256, 576, 0.0067582, 0.0668285, 5.08622, 0.0107676, 0, 0, 0, 0.0791067, 0.00209007, 44.4308, 50, 10, 10, 28.5693
65, 4194304, 1, 1, 512, 3.6386, 0.885123, 1.69354, 1.69354, 0.327558, 1.6175, 1.15693, 0, 0, 1.29107, 1.20555, 1458.63, 2805.8, 2805.8, 0, 53.4282, 8, 64, 8, 1, 1, 16, 2, 8, 32, 32, 2, 1, 40.8585, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 1.25134, 1.12557, 6.59731, 8.74986, 249.902, 32, 9216, 0.0386254, 0.238145, 0.822546, 0.0946018, 0, 0, 0, 5.26807, 0.300481, 85.1065, 50, 10, 10, 2.40172
65, 4194304, 1, 2, 512, 3.86549, 1.13996, 1.60853, 1.60853, 0.916289, 1.32944, 1.15483, 0, 0, 2.62338, 2.69062, 2301.29, 3275.14, 3275.14, 0, 54.6005, 32, 8, 4, 1, 2, 2, 2, 8, 16, 32, 1, 1, 39.9813, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 2.58372, 2.43484, 35.9265, 36.4646, 367.698, 16, 2304, 0.0353038, 0.555767, 0.707259, 0.134768, 0, 0, 0, 4.86288, 0.0524153, 88.5505, 50, 10, 10, 1.82759
65, 4194304, 1, 4, 512, 3.8532, 1.13996, 1.60752, 1.60752, 0.916289, 1.32939, 1.15394, 0, 0, 2.62755, 2.70004, 2304.95, 3276.9, 3276.9, 0, 54.5744, 32, 8, 2, 1, 4, 1, 2, 8, 8, 16, 1, 1, 40.0004, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 2.58702, 2.43814, 35.9041, 36.4422, 368.634, 16, 2304, 0.035303, 0.549884, 0.700759, 0.134768, 0, 0, 0, 4.85515, 0.0523321, 88.5659, 50, 10, 10, 1.82146
65, 4194304, 1, 8, 512, 3.85126, 1.13996, 1.60236, 1.60236, 0.916289, 1.33262, 1.15437, 0, 0, 1.9126, 1.8613, 1677.78, 3092.7, 3092.7, 0, 45.0213, 32, 8, 1, 1, 8, 1, 2, 8, 4, 8, 1, 1, 48.4881, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 1.86978, 1.57202, 71.8082, 72.8844, 194.607, 8, 4608, 0.0495335, 0.398242, 0.546103, 0.269535, 0, 0, 0, 13.3401, 0.143789, 76.3185, 50, 10, 10, 2.11785
65, 4194304, 1, 16, 512, 4.51702, 0.989068, 1.75041, 1.75041, 0.426063, 1.62664, 1.19398, 0, 0, 2.28823, 2.20438, 2313.53, 2751.49, 2751.49, 0, 47.9376, 16, 16, 1, 1, 16, 1, 2, 8, 2, 1, 4, 1, 45.8756, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 2.23026, 2.04056, 12.4228, 14.5753, 186.73, 16, 9216, 0.0550189, 0.506432, 0.656645, 0.157783, 0, 0, 0, 5.73351, 0.169538, 87.3292, 50, 10, 10, 0.6983
