Tech node (nm), Capacity (bytes), Number of banks, Associativity, Output width (bits), Access time (ns), Random cycle time (ns), Multisubbank interleave cycle time (ns), Delay request network (ns), Delay inside mat (ns), Delay reply network (ns), Tag array access time (ns), Refresh period (microsec), DRAM array availability (%), Dynamic read energy (nJ), Dynamic write energy (nJ), Dynamic read power (mW), Standby leakage per bank(mW), Leakage per bank with leak power management (mW), Refresh power as percentage of standby leakage, Area (mm2), Ndwl, Ndbl, Nspd, Ndcm, Ndsam_level_1, Ndsam_level_2, Ntwl, Ntbl, Ntspd, Ntcm, Ntsam_level_1, Ntsam_level_2, Area efficiency, Resistance per unit micron (ohm-micron), Capacitance per unit micron (fF per micron), Unit-length wire delay (ps), FO4 delay (ps), delay route to bank (including crossb delay) (ps), Crossbar delay (ps), Dyn read energy per access from closed page (nJ), Dyn read energy per access from open page (nJ), Leak power of an subbank with page closed (mW), Leak power of a subbank with page  open (mW), Leak power of request and reply networks (mW), Number of subbanks, Page size in bits, Activate power, Read power, Write power, Precharge power, tRCD, CAS latency, Precharge delay, Perc dyn energy bitlines, perc dyn energy wordlines, perc dyn energy outside mat, Area opt (perc), Delay opt (perc), Repeater opt (perc), Aspect ratio
65, 16384, 1, 256, 512, 0.764565, 0.313648, 0.143708, 0.079473, 0.223674, 0.143708, 0.382282, 0, 0, 0.0900484, 0.0936168, 287.1, 0, -nan, 0, 0.186232, 1, 4, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 42.0881, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 0.0619233, 0.0443975, 0.842133, 1.38027, 0, 2, 576, 0.0067582, 0.0443975, 0.0348707, 0.0107676, 0, 0, 0, 10.1122, 0.267175, 38.7244, 50, 10, 10, 1.5504
65, 16384, 1, 256, 512, 0.764565, 0.313648, 0.143708, 0.079473, 0.223674, 0.143708, 0.382282, 0, 0, 0.0900484, 0.0936168, 287.1, 0, -nan, 0, 0.186232, 1, 4, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 42.0881, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 0.0619233, 0.0443975, 0.842133, 1.38027, 0, 2, 576, 0.0067582, 0.0443975, 0.0348707, 0.0107676, 0, 0, 0, 10.1122, 0.267175, 38.7244, 50, 10, 10, 1.5504
65, 32768, 1, 1, 512, 0.674873, 0.504086, 0.258633, 0.258633, 0.251328, 0.164912, 0.525495, 0, 0, 0.0849454, 0.100607, 168.514, 24.028, 24.028, 0, 0.692568, 2, 4, 1, 1, 1, 2, 2, 4, 8, 16, 1, 1, 24.8077, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 0.0815104, 0.0654473, 1.57949, 1.84856, 0, 2, 1152, 0.00441626, 0.0649204, 0.0423601, 0.0119168, 0, 0, 0, 10.0085, 0.684682, 49.9388, 50, 10, 10, 2.02864
65, 32768, 1, 2, 512, 1.06503, 0.457075, 0.311751, 0.311751, 0.208115, 0.239585, 0.535665, 0, 0, 0.130382, 0.132077, 285.253, 26.093, 26.093, 0, 0.911375, 4, 4, 1, 2, 2, 1, 2, 4, 4, 8, 1, 1, 18.9903, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 0.126269, 0.105524, 1.6091, 1.87817, 3.61574, 2, 1152, 0.00595693, 0.0720656, 0.0623445, 0.0158922, 0, 0, 0, 6.95049, 0.892156, 71.8465, 50, 10, 10, 0.886904
65, 32768, 1, 4, 512, 1.34886, 0.799285, 0.414616, 0.414616, 0.250952, 0.349115, 0.534824, 0, 0, 0.23995, 0.229662, 300.206, 39.509, 39.509, 0, 2.09981, 4, 8, 1, 2, 4, 1, 2, 4, 2, 1, 2, 2, 8.24233, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 0.23351, 0.205348, 0.523881, 1.06202, 17.6006, 4, 2304, 0.00993782, 0.130639, 0.134407, 0.0195715, 0, 0, 0, 2.61631, 0.80838, 81.9712, 50, 10, 10, 0.47819
65, 32768, 1, 8, 512, 1.90655, 0.789593, 0.680125, 0.680125, 0.24126, 0.644181, 0.531949, 0, 0, 0.479103, 0.443661, 606.772, 45.5305, 45.5305, 0, 2.54385, 8, 4, 1, 1, 8, 2, 2, 4, 1, 1, 2, 1, 6.80358, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 0.472166, 0.402705, 1.33477, 3.48732, 22.3879, 2, 9216, 0.0343876, 0.166254, 0.160331, 0.0393178, 0, 0, 0, 2.65714, 0.809725, 82.1723, 50, 10, 10, 0.216698
65, 32768, 1, 16, 512, 3.13424, 0.789593, 1.29731, 1.29731, 0.24126, 1.2705, 0.530156, 0, 0, 1.78927, 1.75551, 2266.07, 133.181, 133.181, 0, 6.4802, 16, 2, 1, 1, 16, 1, 2, 4, 0.5, 1, 1, 1, 2.6708, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 1.78123, 1.71177, 1.31236, 3.46491, 106.251, 2, 9216, 0.0416915, 0.427741, 0.420458, 0.0393178, 0, 0, 0, 0.711487, 0.216816, 95.1821, 50, 10, 10, 0.138496
65, 32768, 1, 32, 512, 1e+39, 1e+39, 1.33686e-302, 1.9027e-304, 2.08601e-300, -2.11202e+276, 0, -1.36721e+272, -1.3975e+266, 1e+39, 1e+39, 1000, 1e+33, 1e+33, inf, -1.80478e+267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.97869e+267, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 2.05103e-305, -inf, 1.69743e-304, -2.11202e+270, 2.84515e-97, 1.86092e-308, 0, 0, -1.36722e+275, -2.05791e+276, -2.04954e+276, -nan, 3.81248e-304, 1.9027e-304, -1.81512e+276, -2.11729e+267, -2.05791e+267, -8.54011e+266, 50, 10, 10, 1.84223e-41
65, 32768, 1, 64, 512, 1e+39, 1e+39, 1.33686e-302, 1.90272e-304, 2.08601e-300, -2.88589e+276, 0, -1.85088e+272, -1.88117e+266, 1e+39, 1e+39, 1000, 1e+33, 1e+33, inf, -2.31978e+267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.66759e+267, 0.734018, 0.282409, 0, 0, 0, 2.05123e-305, -inf, 1.69734e-304, -2.88589e+270, 2.84515e-97, 1.86092e-308, 0, 0, -1.85088e+275, -2.82604e+276, -2.80931e+276, -nan, 3.8125e-304, 1.90272e-304, -2.34045e+276, -2.89115e+267, -2.82604e+267, -1.06313e+267, 50, 10, 10, 8.23048e-41
65, 32768, 1, 128, 512, 1e+39, 1e+39, 1.33686e-302, 1.90273e-304, 2.08601e-300, -3.5066e+276, 0, -2.23882e+272, -2.26911e+266, 1e+39, 1e+39, 1000, 1e+33, 1e+33, inf, -2.94049e+267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.2883e+267, 0.734018, 0.282409, 0, 0, 0, 2.05138e-305, -inf, 1.69732e-304, -3.50659e+270, 2.84515e-97, 1.86092e-308, 0, 0, -2.23883e+275, -3.44675e+276, -3.43001e+276, -nan, 3.81252e-304, 1.90273e-304, -2.96116e+276, -3.51186e+267, -3.44675e+267, -1.37348e+267, 50, 10, 10, 1.17431e-40
65, 32768, 1, 256, 512, 1e+39, 1e+39, 1.33686e-302, 1.90273e-304, 2.08601e-300, -3.28088e+276, 0, -2.09775e+272, -2.12804e+266, 1e+39, 1e+39, 1000, 1e+33, 1e+33, inf, -2.71478e+267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.06259e+267, 0.734018, 0.282409, 0, 0, 0, 2.05133e-305, -inf, 1.69736e-304, -3.28088e+270, 2.84515e-97, 1.86092e-308, 0, 0, -2.09776e+275, -3.22104e+276, -3.2043e+276, -nan, 3.81251e-304, 1.90273e-304, -2.73545e+276, -3.28615e+267, -3.22104e+267, -1.26063e+267, 50, 10, 10, 5.94903e-41
65, 32768, 1, 512, 512, 0.995428, 0.248144, 0.405319, 0.404465, 0.177471, 0.405319, 0.497714, 0, 0, 0.239196, 0.260381, 963.938, 4.27287, 4.27287, 0, 0.589031, 1, 32, 1, 1, 1, 1, 1, 32, 1, 1, 1, 1, 26.6137, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 0.263958, 0.252355, 0.318161, 0.856298, 78.7215, 16, 576, 0.0067582, 0.0571051, 0.236926, 0.00484432, 0, 0, 0, 1.33055, 0.100581, 103.675, 50, 10, 10, 2.43839
65, 32768, 1, 512, 512, 0.995428, 0.248144, 0.405319, 0.404465, 0.177471, 0.405319, 0.497714, 0, 0, 0.239196, 0.260381, 963.938, 4.27287, 4.27287, 0, 0.589031, 1, 32, 1, 1, 1, 1, 1, 32, 1, 1, 1, 1, 26.6137, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 0.263958, 0.252355, 0.318161, 0.856298, 78.7215, 16, 576, 0.0067582, 0.0571051, 0.236926, 0.00484432, 0, 0, 0, 1.33055, 0.100581, 103.675, 50, 10, 10, 2.43839
65, 65536, 1, 1, 512, 0.86254, 0.504086, 0.352466, 0.352466, 0.251328, 0.258746, 0.568243, 0, 0, 0.230366, 0.246014, 456.998, 54.9879, 54.9879, 0, 1.73029, 4, 4, 2, 1, 1, 2, 2, 4, 16, 32, 1, 1, 19.8591, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 0.224178, 0.208115, 1.57949, 1.84856, 7.20034, 4, 1152, 0.00540206, 0.146178, 0.123618, 0.0119168, 0, 0, 0, 3.69056, 0.25247, 80.3453, 50, 10, 10, 1.27779
65, 65536, 1, 2, 512, 1.12057, 0.509525, 0.349063, 0.349063, 0.256768, 0.257824, 0.568083, 0, 0, 0.160429, 0.167639, 314.859, 48.8948, 48.8948, 0, 1.19082, 4, 4, 1, 2, 2, 1, 2, 4, 8, 16, 1, 1, 28.8558, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 0.153959, 0.125117, 3.09282, 3.36189, 3.61886, 2, 1152, 0.00632707, 0.0912606, 0.0687003, 0.0237899, 0, 0, 0, 10.5716, 0.725064, 62.6037, 50, 10, 10, 1.14623
65, 65536, 1, 4, 512, 1.3714, 0.82905, 0.410185, 0.410185, 0.27799, 0.338756, 0.585064, 0, 0, 0.363776, 0.362326, 438.787, 56.3347, 56.3347, 0, 2.33527, 4, 4, 1, 1, 4, 1, 2, 4, 4, 8, 1, 1, 14.8226, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 0.355905, 0.332459, 0.906578, 1.44472, 14.4131, 4, 2304, 0.00971362, 0.216762, 0.206652, 0.0157527, 0, 0, 0, 2.50316, 0.266607, 88.4511, 50, 10, 10, 0.61399
65, 65536, 1, 8, 512, 2.03522, 0.789593, 0.727653, 0.727653, 0.24126, 0.674562, 0.582705, 0, 0, 0.5187, 0.481141, 656.92, 77.5703, 77.5703, 0, 3.54939, 8, 8, 1, 1, 8, 2, 2, 4, 2, 1, 2, 2, 9.75229, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 0.506074, 0.436614, 1.33477, 3.48732, 32.9689, 4, 9216, 0.0343876, 0.188879, 0.188515, 0.0393178, 0, 0, 0, 2.4543, 0.747912, 82.4366, 50, 10, 10, 0.252219
65, 65536, 1, 16, 512, 3.18737, 0.789593, 1.29734, 1.29734, 0.24126, 1.2739, 0.579854, 0, 0, 1.05144, 0.976577, 1331.62, 102.032, 102.032, 0, 5.09937, 16, 4, 1, 1, 16, 2, 2, 4, 1, 1, 2, 1, 6.78802, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 1.03762, 0.898702, 2.66954, 6.97464, 53.9732, 2, 18432, 0.07187, 0.226836, 0.219358, 0.0786357, 0, 0, 0, 2.42153, 0.737926, 84.2562, 50, 10, 10, 0.112944
65, 65536, 1, 32, 512, 5.93149, 0.462331, 2.67855, 2.67855, 0.178353, 2.67689, 0.578096, 0, 0, 2.48832, 2.33887, 5382.12, 196.597, 196.597, 0, 10.2067, 64, 2, 1, 1, 32, 2, 2, 4, 0.5, 1, 1, 1, 3.39137, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 2.47189, 2.18726, 8.38209, 16.9923, 130.555, 1, 36864, 0.161587, 0.200717, 0.19013, 0.160201, 0, 0, 0, 2.04643, 0.747949, 87.0165, 50, 10, 10, 0.0520192
65, 65536, 1, 64, 512, 1e+39, 1e+39, 1.33686e-302, 1.90273e-304, 2.08601e-300, -3.35343e+276, 0, -2.1431e+272, -2.17339e+266, 1e+39, 1e+39, 1000, 1e+33, 1e+33, inf, -2.78733e+267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.13514e+267, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 2.05134e-305, -inf, 1.69739e-304, -3.35343e+270, 2.84515e-97, 1.86092e-308, 0, 0, -2.1431e+275, -3.29359e+276, -3.27685e+276, -nan, 3.81251e-304, 1.90273e-304, -2.808e+276, -3.3587e+267, -3.29359e+267, -1.2969e+267, 50, 10, 10, 4.27057e-41
65, 65536, 1, 128, 512, 1e+39, 1e+39, 1.33686e-302, 1.90274e-304, 2.08601e-300, -3.78067e+276, 0, -2.41012e+272, -2.44041e+266, 1e+39, 1e+39, 1000, 1e+33, 1e+33, inf, -3.21457e+267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.56238e+267, 0.734018, 0.282409, 0, 0, 0, 2.05145e-305, -inf, 1.69747e-304, -3.78067e+270, 2.84515e-97, 1.86092e-308, 0, 0, -2.41013e+275, -3.72083e+276, -3.70409e+276, -nan, 3.81252e-304, 1.90274e-304, -3.23524e+276, -3.78594e+267, -3.72083e+267, -1.51052e+267, 50, 10, 10, 1.85742e-41
65, 65536, 1, 256, 512, 1e+39, 1e+39, 1.33686e-302, 1.90274e-304, 2.08601e-300, -3.9822e+276, 0, -2.53608e+272, -2.56637e+266, 1e+39, 1e+39, 1000, 1e+33, 1e+33, inf, -3.41609e+267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.76391e+267, 0.734018, 0.282409, 0, 0, 0, 2.0515e-305, -inf, 1.69752e-304, -3.9822e+270, 2.84515e-97, 1.86092e-308, 0, 0, -2.53608e+275, -3.92236e+276, -3.90562e+276, -nan, 3.81253e-304, 1.90274e-304, -3.43677e+276, -3.98747e+267, -3.92236e+267, -1.61129e+267, 50, 10, 10, 9.35522e-42
65, 65536, 1, 512, 512, 1e+39, 1e+39, 1.33686e-302, 1.90273e-304, 2.08601e-300, -3.5469e+276, 0, -2.26402e+272, -2.2943e+266, 1e+39, 1e+39, 1000, 1e+33, 1e+33, inf, -2.98079e+267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.32861e+267, 0.734018, 0.282409, 0, 0, 0, 2.05139e-305, -inf, 1.69753e-304, -3.5469e+270, 2.84515e-97, 1.86092e-308, 0, 0, -2.26402e+275, -3.48705e+276, -3.47032e+276, -nan, 3.81252e-304, 1.90273e-304, -3.00147e+276, -3.55217e+267, -3.48705e+267, -1.39364e+267, 50, 10, 10, 7.20388e-42
65, 65536, 1, 1024, 512, 1.17277, 0.26352, 0.447756, 0.442157, 0.195758, 0.447756, 0.586383, 0, 0, 0.399312, 0.428464, 1515.3, 4.27287, 4.27287, 0, 1.04631, 1, 32, 1, 1, 1, 1, 1, 32, 1, 1, 1, 1, 29.9648, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 0.290681, 0.277104, 0.492818, 1.03096, 78.7215, 16, 576, 0.0067582, 0.0604219, 0.259889, 0.00681875, 0, 0, 0, 1.29148, 0.0602503, 67.8541, 50, 10, 10, 2.78992
65, 65536, 1, 1024, 512, 1.17277, 0.26352, 0.447756, 0.442157, 0.195758, 0.447756, 0.586383, 0, 0, 0.399312, 0.428464, 1515.3, 4.27287, 4.27287, 0, 1.04631, 1, 32, 1, 1, 1, 1, 1, 32, 1, 1, 1, 1, 29.9648, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 0.290681, 0.277104, 0.492818, 1.03096, 78.7215, 16, 576, 0.0067582, 0.0604219, 0.259889, 0.00681875, 0, 0, 0, 1.29148, 0.0602503, 67.8541, 50, 10, 10, 2.78992
65, 131072, 1, 1, 512, 0.996247, 0.504086, 0.431236, 0.431236, 0.251328, 0.313683, 0.614569, 0, 0, 0.219455, 0.222789, 435.353, 105.077, 105.077, 0, 2.60758, 4, 8, 2, 1, 1, 4, 2, 4, 8, 16, 1, 1, 26.3555, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 0.214226, 0.182099, 3.17018, 3.70832, 13.9849, 4, 2304, 0.00956755, 0.114806, 0.122552, 0.0238336, 0, 0, 0, 7.74809, 0.530044, 72.2267, 50, 10, 10, 1.50085
65, 131072, 1, 2, 512, 1.19215, 0.616124, 0.376521, 0.376521, 0.355219, 0.272576, 0.614558, 0, 0, 0.20394, 0.222606, 331.006, 92.6418, 92.6418, 0, 1.69873, 4, 4, 1, 2, 2, 1, 2, 4, 4, 8, 1, 1, 40.4562, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 0.198415, 0.153408, 6.00733, 6.2764, 3.62197, 2, 1152, 0.00686713, 0.118916, 0.080824, 0.0395853, 0, 0, 0, 16.0612, 0.570368, 55.506, 50, 10, 10, 1.64071
65, 131072, 1, 4, 512, 1.42368, 0.882415, 0.447715, 0.447715, 0.327558, 0.357031, 0.613975, 0, 0, 0.391211, 0.395331, 443.341, 99.8118, 99.8118, 0, 2.84718, 4, 4, 1, 1, 4, 1, 2, 4, 2, 1, 2, 2, 24.1375, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 0.383567, 0.352124, 1.64844, 2.18658, 14.4194, 4, 2304, 0.0101435, 0.235951, 0.213002, 0.0236504, 0, 0, 0, 4.3464, 0.247911, 83.9937, 50, 10, 10, 0.748074
65, 131072, 1, 8, 512, 2.07188, 0.821263, 0.766414, 0.766414, 0.272033, 0.682489, 0.621078, 0, 0, 0.521465, 0.498965, 634.955, 116.859, 116.859, 0, 4.01676, 8, 8, 1, 2, 8, 1, 2, 4, 1, 1, 2, 1, 17.2351, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 0.512432, 0.447991, 1.79831, 2.87458, 33.0191, 4, 4608, 0.0227262, 0.190186, 0.190891, 0.0470408, 0, 0, 0, 3.92229, 0.743946, 83.0974, 50, 10, 10, 0.28446
65, 131072, 1, 16, 512, 3.30211, 0.789593, 1.34309, 1.34309, 0.24126, 1.3034, 0.619333, 0, 0, 1.08557, 1.02298, 1374.85, 156.574, 156.574, 0, 6.5648, 16, 8, 1, 1, 16, 2, 2, 4, 0.5, 1, 1, 1, 10.5455, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 1.07529, 0.936372, 2.66954, 6.97464, 65.2766, 4, 18432, 0.07187, 0.249635, 0.246265, 0.0786357, 0, 0, 0, 2.34538, 0.714721, 85.0767, 50, 10, 10, 0.131503
65, 131072, 1, 32, 512, 5.69648, 0.789593, 2.51436, 2.51436, 0.24126, 2.51252, 0.640363, 0, 0, 2.30451, 2.1616, 2918.61, 226.534, 226.534, 0, 10.6789, 32, 4, 1, 1, 32, 2, 2, 4, 0.5, 1, 1, 1, 6.48283, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 2.28665, 2.0088, 5.33907, 13.9493, 121.146, 2, 36864, 0.149924, 0.294419, 0.283832, 0.157271, 0, 0, 0, 2.20965, 0.67336, 86.2844, 50, 10, 10, 0.0600071
65, 131072, 1, 64, 512, 10.6412, 0.903571, 4.97846, 4.94159, 0.24126, 4.97846, 0.695466, 0, 0, 5.37594, 5.07063, 5949.67, 440.086, 440.086, 0, 21.3487, 64, 2, 1, 1, 64, 2, 2, 4, 0.5, 1, 1, 1, 3.24279, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 5.3408, 4.78511, 10.6781, 27.8986, 276.292, 1, 73728, 0.312318, 0.376696, 0.35989, 0.314543, 0, 0, 0, 1.89443, 0.577301, 88.3493, 50, 10, 10, 0.0297968
65, 131072, 1, 128, 512, 1e+39, 1e+39, 1.33686e-302, 1.90274e-304, 2.08601e-300, -3.64363e+276, 0, -2.32447e+272, -2.35476e+266, 1e+39, 1e+39, 1000, 1e+33, 1e+33, inf, -3.07753e+267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.42534e+267, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 2.05142e-305, -inf, 1.69741e-304, -3.64363e+270, 2.84515e-97, 1.86092e-308, 0, 0, -2.32448e+275, -3.58379e+276, -3.56705e+276, -nan, 3.81252e-304, 1.90274e-304, -3.0982e+276, -3.6489e+267, -3.58379e+267, -1.442e+267, 50, 10, 10, 4.05501e-41
65, 131072, 1, 256, 512, 1e+39, 1e+39, 1.33686e-302, 1.9027e-304, 2.08601e-300, -2.30549e+276, 0, -1.48813e+272, -1.51842e+266, 1e+39, 1e+39, 1000, 1e+33, 1e+33, inf, -1.90151e+267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.08719e+267, 0.734018, 0.282409, 0, 0, 0, 2.05108e-305, -inf, 1.69729e-304, -2.30548e+270, 2.84515e-97, 1.86092e-308, 0, 0, -1.48813e+275, -2.24564e+276, -2.2289e+276, -nan, 3.81249e-304, 1.9027e-304, -1.91185e+276, -2.31075e+267, -2.24564e+267, -9.02378e+266, 50, 10, 10, 1.23578e-40
65, 131072, 1, 512, 512, 1e+39, 1e+39, 1.33686e-302, 1.90271e-304, 2.08601e-300, -2.45059e+276, 0, -1.57882e+272, -1.60911e+266, 1e+39, 1e+39, 1000, 1e+33, 1e+33, inf, -1.97406e+267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.23229e+267, 0.734018, 0.282409, 0, 0, 0, 2.05112e-305, -nan, 1.69759e-304, -2.45058e+270, 2.84515e-97, 1.86092e-308, 0, 0, -1.57882e+275, -2.39074e+276, -2.374e+276, -nan, 3.81249e-304, 1.90271e-304, -1.9844e+276, -2.45585e+267, -2.39074e+267, -9.38653e+266, 50, 10, 10, -nan
65, 131072, 1, 1024, 512, 1e+39, 1e+39, 1.33686e-302, 1.90272e-304, 2.08601e-300, -3.07129e+276, 0, -1.96676e+272, -1.99705e+266, 1e+39, 1e+39, 1000, 1e+33, 1e+33, inf, -2.50519e+267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.853e+267, 0.734018, 0.282409, 0, 0, 0, 2.05127e-305, -inf, 1.69749e-304, -3.07129e+270, 2.84515e-97, 1.86092e-308, 0, 0, -1.96676e+275, -3.01145e+276, -2.99471e+276, -nan, 3.81251e-304, 1.90272e-304, -2.52586e+276, -3.07656e+267, -3.01145e+267, -1.15583e+267, 50, 10, 10, 1.15473e-41
65, 131072, 1, 2048, 512, 1.65275, 0.26352, 0.825079, 0.794301, 0.195758, 0.825079, 0.826376, 0, 0, 0.798545, 0.852545, 3030.3, 9.76655, 9.76655, 0, 2.20547, 1, 64, 1, 1, 1, 1, 1, 64, 1, 1, 1, 1, 28.4317, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 0.538756, 0.525179, 0.492818, 1.03096, 190.037, 32, 576, 0.0067582, 0.0604219, 0.503687, 0.00681875, 0, 0, 0, 0.645804, 0.0301281, 64.9963, 50, 10, 10, 4.43881
65, 262144, 1, 1, 512, 1.20648, 0.610593, 0.501002, 0.501002, 0.349688, 0.355795, 0.657553, 0, 0, 0.293389, 0.30658, 480.499, 191.168, 191.168, 0, 4.05811, 4, 8, 2, 1, 1, 4, 2, 4, 16, 32, 1, 1, 33.8699, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 0.283883, 0.235591, 6.08468, 6.62282, 14.0004, 4, 2304, 0.0101076, 0.14267, 0.159103, 0.039629, 0, 0, 0, 11.1793, 0.396473, 66.9662, 50, 10, 10, 2.31858
65, 262144, 1, 2, 512, 1.31591, 0.824429, 0.450979, 0.450979, 0.545018, 0.299264, 0.657408, 0, 0, 0.334921, 0.406938, 406.246, 183.868, 183.868, 0, 3.48636, 4, 4, 1, 1, 2, 1, 2, 4, 8, 16, 1, 1, 39.4245, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 0.325124, 0.284817, 5.94747, 6.21654, 7.20968, 4, 1152, 0.00630969, 0.221362, 0.159361, 0.0356099, 0, 0, 0, 9.61269, 0.173655, 66.387, 50, 10, 10, 2.55533
65, 262144, 1, 4, 512, 1.49276, 0.989068, 0.475687, 0.475687, 0.426063, 0.371811, 0.657402, 0, 0, 0.438206, 0.453418, 443.05, 180.032, 180.032, 0, 3.85601, 4, 4, 1, 1, 4, 1, 2, 4, 4, 8, 1, 1, 35.6451, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 0.427761, 0.380337, 3.10569, 3.64383, 14.4256, 4, 2304, 0.0106582, 0.263562, 0.225081, 0.0394459, 0, 0, 0, 7.48484, 0.221324, 77.8807, 50, 10, 10, 1.00374
65, 262144, 1, 8, 512, 2.13542, 0.835004, 0.783067, 0.783067, 0.283944, 0.700013, 0.656824, 0, 0, 0.558317, 0.522827, 668.64, 195.26, 195.26, 0, 5.08988, 8, 8, 1, 2, 8, 1, 2, 4, 2, 1, 2, 2, 27.0042, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 0.543526, 0.462877, 3.36171, 4.43799, 33.0694, 4, 4608, 0.0242247, 0.196719, 0.20006, 0.0628362, 0, 0, 0, 6.49251, 0.694841, 79.6697, 50, 10, 10, 0.357001
65, 262144, 1, 16, 512, 3.45732, 0.789593, 1.4006, 1.4006, 0.24126, 1.34908, 0.671362, 0, 0, 1.14042, 1.07385, 1444.31, 263.99, 263.99, 0, 9.43123, 16, 16, 1, 1, 16, 2, 2, 4, 1, 1, 2, 1, 14.6809, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 1.12265, 0.983727, 2.66954, 6.97464, 87.8835, 8, 18432, 0.07187, 0.250108, 0.280774, 0.0786357, 0, 0, 0, 2.23259, 0.680351, 85.1379, 50, 10, 10, 0.171088
65, 262144, 1, 32, 512, 6.05007, 0.490353, 2.72569, 2.72569, 0.208115, 2.69908, 0.669653, 0, 0, 2.59808, 2.43619, 5298.39, 325.117, 325.117, 0, 11.7202, 64, 2, 1, 2, 32, 1, 2, 4, 0.5, 1, 1, 1, 11.8136, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 2.5774, 2.24548, 25.7457, 30.0508, 131.076, 1, 18432, 0.133749, 0.20475, 0.189199, 0.254275, 0, 0, 0, 5.58086, 0.716351, 84.6852, 50, 10, 10, 0.0592942
65, 262144, 1, 64, 512, 10.7204, 0.928963, 4.98751, 4.97712, 0.264244, 4.98751, 0.764466, 0, 0, 5.47103, 5.1189, 5889.4, 520.005, 520.005, 0, 22.3715, 64, 2, 1, 1, 64, 2, 2, 4, 0.5, 1, 1, 1, 6.18906, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 5.43309, 4.81248, 16.6825, 33.9029, 276.816, 1, 73728, 0.332018, 0.380075, 0.361483, 0.377724, 0, 0, 0, 3.01634, 0.567266, 87.2772, 50, 10, 10, 0.0311333
65, 262144, 1, 128, 512, 20.7665, 0.903571, 9.88961, 9.78165, 0.24126, 9.88961, 1.0713, 0, 0, 14.0278, 13.4003, 15524.9, 1146.48, 1146.48, 0, 52.943, 128, 2, 1, 1, 128, 2, 4, 4, 0.5, 1, 1, 1, 2.61524, 0.734018, 0.282409, 0.000103647, 13.0922, 0, 0, 13.9086, 12.7972, 21.3563, 55.7971, 662.679, 1, 147456, 0.649571, 0.488705, 0.459462, 0.629085, 0, 0, 0, 1.45202, 0.442483, 90.7587, 50, 10, 10, 0.0178372
